region_group,country_code,country_name,country_iso2,country_text,customer_id_,customer_id,customer_name,customer_segment,Final Destination,Final Destination Text,year,procedure_group,terumo_category,terumo_category_key,qty_units_per_procedure,mapping_row_count,procedures,usage_rate_final,mapping_cardinality,allocation_weight,customer_market_key,final_destination_key
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,453,0.7,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,453,0.5,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,583,0.95,2,0.5,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,583,0.9,2,0.5,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,440,0.98,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,PCI - Complex,Guide Wires,TC002,3.0,1,440,0.99,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,440,0.9,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,440,0.8,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100049,100049,Hospital Universitario Madrid,University Hospital,200049,FD Hospital Universitario Madrid,2024,PCI - Complex,Microcatheters,TC006,1.0,1,440,0.65,5,0.2,CM_100049,FD_200049
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,165,0.95,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,165,0.9,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,165,0.85,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,165,0.7,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,165,0.5,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Electrophysiology,Diagnostic Catheters,TC005,3.0,1,214,0.8,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Electrophysiology,Introducer Sheaths,TC007,1.0,1,214,0.75,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,212,0.9,3,0.3333,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,212,0.8,3,0.3333,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,212,0.6,3,0.3333,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,245,0.85,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Structural Heart,Guide Wires,TC002,1.0,1,245,0.7,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,240,0.98,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Complex,Guide Wires,TC002,3.0,1,240,0.99,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,240,0.9,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,240,0.8,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Complex,Microcatheters,TC006,1.0,1,240,0.65,5,0.2,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,183,0.95,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,183,0.9,2,0.5,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,134,0.95,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,134,0.98,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,134,0.85,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,134,0.7,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,134,0.9,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,134,0.8,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100050,100050,Clínica Barcelona,Private Clinic,200050,FD Clínica Barcelona,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,134,0.6,7,0.1429,CM_100050,FD_200050
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,525,0.85,2,0.5,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Structural Heart,Guide Wires,TC002,1.0,1,525,0.7,2,0.5,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,272,0.9,3,0.3333,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,272,0.8,3,0.3333,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,272,0.6,3,0.3333,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,267,0.95,5,0.2,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,267,0.9,5,0.2,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,267,0.85,5,0.2,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,267,0.7,5,0.2,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,267,0.5,5,0.2,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,408,0.95,2,0.5,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100051,100051,Hospital General Valencia,Heart Center,200051,FD Hospital General Valencia,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,408,0.9,2,0.5,CM_100051,FD_200051
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,338,0.95,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,338,0.98,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,338,0.85,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,338,0.7,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,338,0.9,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,338,0.8,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,338,0.6,7,0.1429,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,311,0.85,2,0.5,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Structural Heart,Guide Wires,TC002,1.0,1,311,0.7,2,0.5,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,224,0.95,2,0.5,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,224,0.9,2,0.5,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,578,0.98,5,0.2,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Complex,Guide Wires,TC002,3.0,1,578,0.99,5,0.2,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,578,0.9,5,0.2,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,578,0.8,5,0.2,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,PCI - Complex,Microcatheters,TC006,1.0,1,578,0.65,5,0.2,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,170,0.9,3,0.3333,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,170,0.8,3,0.3333,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100052,100052,Centro Médico Seville,Private Clinic,200052,FD Centro Médico Seville,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,170,0.6,3,0.3333,CM_100052,FD_200052
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,Electrophysiology,Diagnostic Catheters,TC005,3.0,1,147,0.8,2,0.5,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,Electrophysiology,Introducer Sheaths,TC007,1.0,1,147,0.75,2,0.5,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,270,0.95,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,270,0.98,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,270,0.85,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,270,0.7,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,270,0.9,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,270,0.8,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,270,0.6,7,0.1429,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,Neurovascular Intervention,Microcatheters,TC006,2.0,1,433,0.95,2,0.5,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100053,100053,Hospital Clínic Bilbao,Heart Center,200053,FD Hospital Clínic Bilbao,2024,Neurovascular Intervention,Guide Wires,TC002,2.0,1,433,0.9,2,0.5,CM_100053,FD_200053
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,882,0.98,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Complex,Guide Wires,TC002,3.0,1,882,0.99,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Complex,PTCA Balloon Catheters,TC003,2.0,1,882,0.9,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Complex,Drug-Eluting Stents,TC004,2.0,1,882,0.8,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Complex,Microcatheters,TC006,1.0,1,882,0.65,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,477,0.95,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,477,0.98,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,477,0.85,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,477,0.7,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,477,0.9,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,477,0.8,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,477,0.6,7,0.1429,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,1127,0.95,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,1127,0.9,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,1127,0.85,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,1127,0.7,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,1127,0.5,5,0.2,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Peripheral Intervention,Guide Wires,TC002,2.5,1,939,0.9,3,0.3333,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Peripheral Intervention,Introducer Sheaths,TC007,1.5,1,939,0.8,3,0.3333,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Peripheral Intervention,PTCA Balloon Catheters,TC003,1.0,1,939,0.6,3,0.3333,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Structural Heart,Introducer Sheaths,TC007,2.0,1,910,0.85,2,0.5,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100054,100054,Hospital Universitario Malaga,University Hospital,200054,FD Hospital Universitario Malaga,2024,Structural Heart,Guide Wires,TC002,1.0,1,910,0.7,2,0.5,CM_100054,FD_200054
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,Diagnostic Angiography,Diagnostic Catheters,TC005,2.0,1,193,0.95,5,0.2,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,Diagnostic Angiography,Guide Wires,TC002,1.5,1,193,0.9,5,0.2,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,Diagnostic Angiography,Introducer Sheaths,TC007,1.0,1,193,0.85,5,0.2,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,Diagnostic Angiography,Hemostasis Valves,TC008,1.0,1,193,0.7,5,0.2,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,Diagnostic Angiography,Radial Access Kits,TC010,1.0,1,193,0.5,5,0.2,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Guiding Catheters,TC001,1.2,1,191,0.95,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Guide Wires,TC002,2.0,1,191,0.98,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,PTCA Balloon Catheters,TC003,1.5,1,191,0.85,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Drug-Eluting Stents,TC004,1.3,1,191,0.7,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Inflation Devices,TC009,1.0,1,191,0.9,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Hemostasis Valves,TC008,1.0,1,191,0.8,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Coronary,Radial Access Kits,TC010,1.0,1,191,0.6,7,0.1429,CM_100055,FD_200055
Southern Europe,ES,Southern Europe,ES,Southern Europe,100055,100055,Clínica Zaragoza,Private Clinic,200055,FD Clínica Zaragoza,2024,PCI - Complex,Guiding Catheters,TC001,1.5,1,110,0.98,5,0.2,CM_100055,FD_200055
